decision_time,side,signal_entry,stop,target,size,zone,setup_type,entry_type,limit_price,valid_until,max_holding_minutes,entry_time,entry,entry_fee_bps,risk_price,mfe_r,trailed,exit,pnl,equity,exit_time,exit_reason,r_multiple,hold_minutes
2026-04-28 00:00:59.999000+00:00,short,77273.2,77843.50462342816,76417.74306485774,0.43836221859331914,,continuation,limit,77273.2,2026-04-28T00:30:59.999000+00:00,1080.0,2026-04-28 00:01:59.999000+00:00,77273.2,2,570.3046234281646,1.664198326667677,False,76433.02661347072,344.77286388403354,100344.77286388403,2026-04-28 07:16:59.999000+00:00,target,1.379091455536147,435.0
2026-04-28 09:45:59.999000+00:00,short,76580.6,77178.4358303289,75683.84625450664,0.41961675669672804,,continuation,limit,76580.6,2026-04-28T10:15:59.999000+00:00,1080.0,2026-04-28 09:46:59.999000+00:00,76580.6,2,597.8358303288987,1.5733416303979904,False,75698.98302375754,347.6320747492283,100692.40493863326,2026-04-28 14:35:59.999000+00:00,target,1.3857506069430774,289.0
2026-04-28 14:35:59.999000+00:00,short,75744.8,76515.96120891068,74588.05818663399,0.3264311138032644,,continuation,limit,75744.8,2026-04-28T15:05:59.999000+00:00,1080.0,2026-04-28 14:36:59.999000+00:00,75744.9,2,771.0612089106871,0.14175268932851828,False,76531.26440115247,-274.1299986774426,100418.27493995582,2026-04-29 00:55:59.999000+00:00,stop,-1.0891210757955827,619.0
2026-04-30 04:30:59.999000+00:00,short,75585.4,76336.00716036465,74459.48925945301,0.33445682456310166,,continuation,limit,75585.4,2026-04-30T05:00:59.999000+00:00,1080.0,2026-04-30 04:31:59.999000+00:00,75585.5,2,750.5071603646502,0.41571888514482397,False,76351.27436179672,-273.9425810281662,100144.33235892766,2026-04-30 12:30:59.999000+00:00,stop,-1.0913514783518623,479.0
2026-05-04 02:00:59.999000+00:00,long,79780.3,78742.68235445785,81336.72646831322,0.24128428421868958,,continuation,limit,79780.3,2026-05-04T02:30:59.999000+00:00,1080.0,2026-05-04 02:01:59.999000+00:00,79780.3,2,1037.6176455421519,0.7805379982496577,False,78726.93381798697,-267.50843770074243,99876.82392122691,2026-05-04 10:07:59.999000+00:00,stop,-1.0684915717125698,486.0
2026-05-07 10:30:59.999000+00:00,short,80651.8,81333.95179896872,79628.57230154693,0.3660359177833335,,continuation,limit,80651.8,2026-05-07T11:00:59.999000+00:00,1080.0,2026-05-07 10:31:59.999000+00:00,80651.8,2,682.1517989687127,1.5345558006041629,False,79644.49801600723,348.2280416051507,100225.05196283206,2026-05-07 15:26:59.999000+00:00,target,1.3946300169889363,295.0
2026-05-07 15:26:59.999000+00:00,short,79702.4,80559.34468164532,78416.982977532,0.2923906703359209,,continuation,limit,79702.4,2026-05-07T15:56:59.999000+00:00,1080.0,2026-05-07 15:27:59.999000+00:00,79702.4,2,856.9446816453274,0.6593191043734634,False,79976.9922,-96.64130824009571,100128.41065459196,2026-05-08 09:27:59.999000+00:00,time_exit,-0.38569721381011546,1080.0
2026-05-09 03:15:59.999000+00:00,long,80408.1,80001.85284273152,81017.47073590272,0.6161791465067352,,continuation,limit,80408.1,2026-05-09T03:45:59.999000+00:00,1080.0,2026-05-09 03:16:59.999000+00:00,80408.1,2,406.2471572684881,1.5163183027343292,False,81001.26724175554,330.63248001714175,100459.0431346091,2026-05-09 18:29:59.999000+00:00,target,1.3208338287030335,913.0
2026-05-09 18:29:59.999000+00:00,long,81000.1,80589.18387437273,81616.47418844092,0.6111894670795379,,continuation,limit,81000.1,2026-05-09T18:59:59.999000+00:00,1080.0,2026-05-09 18:30:59.999000+00:00,81000.0,2,410.8161256272724,0.10515653428656262,False,80573.06603759785,-295.4615149716573,100163.58161963745,2026-05-09 23:32:59.999000+00:00,stop,-1.1767320347584205,302.0
2026-05-10 10:15:59.999000+00:00,long,80671.7,80372.11899260177,81121.07151109735,0.835863916153483,,continuation,limit,80671.7,2026-05-10T10:45:59.999000+00:00,1080.0,2026-05-10 10:16:59.999000+00:00,80671.6,2,299.4810073982371,1.7153007613497862,False,81104.84729679514,314.7533786221517,100478.3349982596,2026-05-10 15:40:59.999000+00:00,target,1.257377075154555,324.0
2026-05-10 15:40:59.999000+00:00,long,81127.1,80772.57690388193,81658.88464417713,0.7085457625925167,,continuation,limit,81127.1,2026-05-10T16:10:59.999000+00:00,1080.0,2026-05-10 15:41:59.999000+00:00,81127.1,2,354.5230961180787,1.2997742743578904,False,80756.42238850116,-302.7483139454584,100175.58668431414,2026-05-10 20:44:59.999000+00:00,stop,-1.2052282273614832,303.0
2026-05-10 22:30:59.999000+00:00,long,81429.0,80472.00046399118,82864.49930401324,0.26169183713008104,,continuation,limit,81429.0,2026-05-10T23:00:59.999000+00:00,1080.0,2026-05-10 22:31:59.999000+00:00,81429.0,2,956.9995360088215,1.0778479624994215,False,80455.90606389838,-269.43992769262127,99906.14675662151,2026-05-11 03:36:59.999000+00:00,stop,-1.0758706252121726,305.0
2026-05-14 15:00:59.999000+00:00,long,81067.0,80126.7279986008,82477.40800209879,0.26563097329271246,,continuation,limit,81067.0,2026-05-14T15:30:59.999000+00:00,1080.0,2026-05-14 15:01:59.999000+00:00,81067.0,2,940.272001399193,0.9912025441713849,False,80576.78142,-145.22586419065004,99760.92089243086,2026-05-15 09:01:59.999000+00:00,time_exit,-0.581449165663171,1080.0
2026-05-15 15:00:59.999000+00:00,short,79119.9,80189.64726773734,77515.27909839399,0.23314133137128482,,continuation,limit,79119.9,2026-05-15T15:30:59.999000+00:00,1080.0,2026-05-15 15:01:59.999000+00:00,79119.9,2,1069.7472677373444,1.0465088659379231,False,78400.37694,154.92215626604536,99915.8430486969,2026-05-16 09:01:59.999000+00:00,time_exit,0.6211737216543627,1080.0
